muin_egin	DIO/ERG/INE
hasi_izan	DA/ABS/#DA/ABS/INE-INF
probatu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-SOZ#DU/ERG/ABS#DU/ERG/ABS-ALA#DU/ERG/ABL-ABS#DU/ERG/ABS-INE#DU/ERG/ABL-ABS-INS#DU/ERG/ABS-BEREIZ-INF#DU/ERG/ABS-INF_INS#DU/ERG/ABS-GEN_oste_INE-SOZ#DU/ERG/ABS-INE-INF#DU/ERG/ABS-KAUS#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-GEN_kontra_ZERO#DU/ERG/ABS-DES#DU/ERG/ABS-GEN_buru_INE#DU/ERG/ABS-GEN_ondoren_ZERO#DU/ERG/ABS-INE-PAR#DU/ERG/ABS-INS#DU/ERG/ABS-PAR
gomendatu	DU/ERG/#DIO/ERG/DAT#DIO/ERG/#DU/ERG/ABS#DU/ERG/INF_ABS#DIO/ERG/ABS#DU/ERG/INE#DIO/ERG/INF_ABS#DA/ABS/#DU/ERG/KONP#DIO/ERG/DAT-INF_ABS#DIO/ERG/INF_ABS#DA/ABS/#DIO/ERG/DAT-INF_ABS#DA/ABS/INF_ABS#DA/ABS/INE#DU/ERG/GEN_bitarte_INS#DU/ERG/ABL#DU/ERG/ABS-INE-PRO#DU/ERG/DES-INE#DU/ERG/DES-ZERO_gisa_ZERO#DU/ERG/INE-INF_ABS#DU/ERG/ERG_arabera_ZERO#DIO/ERG/ABL#DIO/ERG/DAT-INS#DIO/ERG/DAT-MOT#DIO/ERG/DAT#DIO/ERG/HELB#DIO/ERG/KONP#DIO/ERG/MOD#DA/ABS/INF_INE#DA/ABS/GEN_arte_INE-INF_ABS#DA/ABS/MOT#ZAIO/ABS/INF_ABS#DIO/ERG/ABS-DAT#DIO/ERG/INE#DIO/ERG/DAT-GEN_bitarte_INS#DU/ERG/ABL_hurbil_ZERO#DU/ERG/INS#DU/ERG/ABS-ALA#DU/ERG/ABS#DU/ERG/ABS-GEN_bitarte_INS-INS_gain_ABS#DU/ERG/GEN_bitarte_INS-INE#DU/ERG/PRO#DIO/ERG/ABL_hurbil_ZERO#DIO/ERG/INS#DIO/ERG/ABS-ALA#DIO/ERG/ABS#DIO/ERG/ABS-GEN_bitarte_INS-INS_gain_ABS#DIO/ERG/DAT-GEN_bitarte_INS-INE#DIO/ERG/DAT-PRO#ZAIO/ABS/DAT#DA/ABS/GEN_bitarte_INS#ZAIO/ABS/#DA/ABS/#DA/ABS/ABS-ALA#DA/ABS/GEN_bitarte_INS-INS_gain_ABS#DA/ABS/GEN_bitarte_INS-INE#DA/ABS/PRO#ZAIO/ABS/DAT#ZAIO/ABS/DAT-GEN_bitarte_INS#ZAIO/ABS/#ZAIO/ABS/ABS-ALA#ZAIO/ABS/GEN_bitarte_INS-INS_gain_ABS#ZAIO/ABS/DAT-GEN_bitarte_INS-INE#ZAIO/ABS/DAT-PRO
buru_egin	DIO/ERG/ABS-DAT#DU/ERG/ABS#DIO/ERG/ABS-DAT-INE#DA/ABS/#DU/ERG/ABS-INE#DIO/ERG/ABS#DA/ABS/INE#DA/ABS/DAT#DU/ERG/ABS#DU/ERG/ABS-ALA#DA/ABS/ABS-INE#DIO/ERG/ABS-ALA#DU/ERG/ABS-PUNT_PUNT#DU/ERG/ABS-ALA-GEN_barru_INE-INE#DU/ERG/ABS-BEREIZ-INE#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_inguru_INE#DU/ERG/ABS-MOT#DU/ERG/ABS-SOZ#DU/ERG/ABS-ZHG#DA/ABS/GEN_arte_INE#DA/ABS/GEN_jabe_ZERO#DA/ABS/GEN_uste_INS#DA/ABS/INE-INS#DA/ABS/INS#DA/ABS/SOZ#DIO/ERG/ABL-ABS-DAT#DIO/ERG/ABL-ABS-KAUS#DIO/ERG/ABS-DAT#DIO/ERG/ABS-BNK-DAT#DIO/ERG/ABS-DAT-DES-INE#DIO/ERG/ABS-DAT-GEN_arabera_ZERO#DIO/ERG/ABS-DAT-GEN_oste_INE#DIO/ERG/ABS-DAT-INE-MOT#DIO/ERG/ABS-DAT-MOT#DIO/ERG/ABS-DAT#DIO/ERG/ABS-INE-NUMS#DIO/ERG/ABS-INE#DU/ERG/ABS-INE#DU/ERG/ABS-INE-INS#DU/ERG/ABS-INS#DU/ERG/ABL-ABS-PRO#DU/ERG/ABS-GEN_aurka_ABS-PAR#DA/ABS/ABL-PRO#DA/ABS/GEN_aurka_ABS-PAR#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-INE-INS#DIO/ERG/ABS-INS#DIO/ERG/ABL-ABS-PRO#DIO/ERG/ABS-GEN_aurka_ABS-PAR
behar_kitzikatu	DA/ABS/
mokokatu	DU/ERG/ABS
gureganatu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-GEN_esku_ABL#DU/ERG/ABS-INE#DU/ERG/ABS-PAR
ilegalizatu	DA/ABS/#DU/ERG/ABS-INE#DA/ABS/#DA/ABS/SOZ-ZERO_aurre_ABL#DU/ERG/ABS#DU/ERG/ABS-SOZ-ZERO_aurre_ABL
lapurtu	DU/ERG/ABS#DIO/ERG/ABS#DU/ERG/ABS-INE#DIO/ERG/ABS-INE#DIO/ERG/ABS-DAT#DIO/ERG/ABS-DAT-INE#DU/ERG/ABL-ABS#DU/ERG/ABS-INE-INF#DU/ERG/ABS#DIO/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-KONP#DIO/ERG/ABL-ABS#DU/ERG/ABS-INS#DIO/ERG/ABS-INS#DU/ERG/ABS-SOZ#DIO/ERG/ABS-DAT#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-GEN_arabera_ZERO-INE#DIO/ERG/ABS-SOZ#DU/ERG/ABS-INE-INF#DU/ERG/ABS-ALA-INE-INF#DU/ERG/INE-KONP#DIO/ERG/ABL-ABS-ALA#DIO/ERG/ABS-DAT-ERG_gabe_ZERO#DIO/ERG/ABS-ALA-DAT#DIO/ERG/ABS-DAT-INS#DIO/ERG/ABS-GEN_aurka_ABS-INE#DIO/ERG/ABS-MOD#DIO/ERG/ABS-MOS#DIO/ERG/ABS-ZHG#DIO/ERG/ABS-GEN_uste_INS#DIO/ERG/ABL-ABS-INE#DIO/ERG/ABS-GEN_arabera_ZERO-INE#DU/ERG/ABS-MOT#DU/ERG/ABS-DES#DU/ERG/ABS-INS#DU/ERG/ABS-SOZ#DU/ERG/ABS-ALA#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-INE-INS#DU/ERG/ABS-INE-PAR#DU/ERG/ABS-MOT#DIO/ERG/ABL-ABS-DAT#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-DAT-MOT#DIO/ERG/ABS-DES#DIO/ERG/ABS-INE#DIO/ERG/ABS-INS#DIO/ERG/ABS-SOZ#DIO/ERG/ABS-ALA#DIO/ERG/ABS-GEN_aurre_INE#DIO/ERG/ABS-INE-INS#DIO/ERG/ABS-INE-PAR#DIO/ERG/ABS-MOT
entzungor_egin	DIO/ERG/DAT#DIO/ERG/#DU/ERG/#DIO/ERG/DAT-INE#DIO/ERG/ABS-DAT#DIO/ERG/DAT-INS#ZAIO/ABS/DAT#DA/ABS/#DIO/ERG/DAT-INF#DIO/ERG/INF#ZAIO/ABS/DAT-INS#ZAIO/ABS/DAT
primatu	DA/ABS/
setatu	DA/ABS/
argaldu	DA/ABS/#DA/ABS/#DA/ABS/INE#DU/ERG/#DA/ABS/ABL#DA/ABS/#DA/ABS/INS_kanpo_ZERO#DU/ERG/ABL#DA/ABS/INS#DU/ERG/INE#DU/ERG/ABS#DU/ERG/INS
suspertu	DU/ERG/ABS#DA/ABS/#DA/ABS/INE#DA/ABS/#DU/ERG/ABS-INE#DIO/ERG/ABS#DU/ERG/ABS#DA/ABS/INS#DU/ERG/ABS-INS#DA/ABS/GEN_arte_INE#DA/ABS/SOZ#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-SOZ#DU/ERG/ABS-ALA#DIO/ERG/ABS-DAT#DA/ABS/ABS-GEN_arte_INE#DU/ERG/ABS-INF#DU/ERG/ABS-INF_ABS#DIO/ERG/ABS-DAT-INE#DA/ABS/ABL#DU/ERG/ABL-ABS#DA/ABS/ABL-ALA#DA/ABS/ABS-GEN_hitz_INE#DA/ABS/ABS-INE#DA/ABS/ALA#DA/ABS/ALA-GEN_arte_INE#DA/ABS/DES-SOZ#DA/ABS/INE-INS#DA/ABS/INS_gain_ABS#DU/ERG/ABL-ABS-ALA#DU/ERG/ABS-GEN_hitz_INE#DU/ERG/ABS-INE#DU/ERG/ABS-ALA-GEN_arte_INE#DU/ERG/ABS-DES-SOZ#DU/ERG/ABS-INE-INS#DU/ERG/ABS-INS_gain_ABS#DIO/ERG/ABS-INE#DIO/ERG/ABS#DIO/ERG/ABS-INS#DIO/ERG/ABS-GEN_arte_INE#DIO/ERG/ABS-SOZ#DIO/ERG/ABS-ALA#DIO/ERG/ABL-ABS#DIO/ERG/ABS-DAT#DIO/ERG/ABL-ABS-ALA#DIO/ERG/ABS-GEN_hitz_INE#DIO/ERG/ABS-INE#DIO/ERG/ABS-ALA-GEN_arte_INE#DIO/ERG/ABS-DES-SOZ#DIO/ERG/ABS-INE-INS#DIO/ERG/ABS-INS_gain_ABS
idaztu	DU/ERG/
erreinditu	DA/ABS/
berrettu	ZAIO/ABS/
zirriborrotu	DU/ERG/
plazatu	DU/ERG/ABS-INE
presondegiratu	DU/ERG/#DA/ABS/#DA/ABS/ABL#DA/ABS/#DU/ERG/ABS#DU/ERG/INE#DU/ERG/ABL-ABS
gaztigatu	DU/ERG/ABS#DIO/ERG/ABS#DU/ERG/ABL-ABS#DU/ERG/ABS-ALA#DU/ERG/ABS#DU/ERG/ABS-INS#DIO/ERG/ABS#DIO/ERG/ABS-INS
disparatatu	DU/ERG/ABS#DU/ERG/
atxitu	DU/ERG/INE#DU/ERG/INS
jujatu	DU/ERG/ABS#DU/ERG/ABL-ABS#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-INE#DU/ERG/ABS-SOZ
esportatu	DU/ERG/ABS#DU/ERG/ABS-ALA#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABL-ABS#DU/ERG/ABS-ALA-INS#DU/ERG/ABS-INF#DU/ERG/ABS-ALA-INE#DU/ERG/ABL-ABS-ALA#DU/ERG/ABL_landa_ZERO-ABS-ALA
nekatu	DA/ABS/#DA/ABS/#DU/ERG/#DA/ABS/INE#DA/ABS/INS#ZAIO/ABS/DAT#DU/ERG/ABS#DA/ABS/INS#DA/ABS/#DA/ABS/ALA#DA/ABS/INF#DU/ERG/INE#DA/ABS/INF_INS#DA/ABS/SOZ#DA/ABS/INE#DU/ERG/ABS#DU/ERG/INS#DU/ERG/SOZ#DA/ABS/ABL_aurre_ALA-#DA/ABS/ALA#DA/ABS/INE-INS#ZAIO/ABS/#DA/ABS/ABL#DA/ABS/ABL-INE#DA/ABS/ALA-INE#DA/ABS/GEN_oste_INE#ZAIO/ABS/#DU/ERG/ALA#ZAIO/ABS/DAT-INE#DU/ERG/ABS-INE#DU/ERG/ABL#DU/ERG/ABL-INE#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-INS#DU/ERG/GEN_oste_INE#ZAIO/ABS/ALA-DAT#ZAIO/ABS/#ZAIO/ABS/INE#ZAIO/ABS/ABL-DAT#ZAIO/ABS/ABL-DAT-INE#ZAIO/ABS/ALA-INE#ZAIO/ABS/INS#ZAIO/ABS/DAT-GEN_oste_INE#ZAIO/ABS/DAT-INS#ZAIO/ABS/DAT-SOZ
argiratu	DU/ERG/ABS#DU/ERG/ABS-INE
ebakuatu	DU/ERG/ABS#DU/ERG/ABL-ABS#DU/ERG/ABS-INE#DA/ABS/#DU/ERG/ABL-ABS-ALA-INE#DU/ERG/ABL-ABS-INE#DU/ERG/ABS#DU/ERG/ABS-INE-INS#DU/ERG/ABL-ABS-ALA#DU/ERG/ABL-ABS-ZERO_inguru_ABS#DU/ERG/ABS-INE-INS#DA/ABS/ABL-ALA#DA/ABS/ABL-ZERO_inguru_ABS#DA/ABS/ABS-INE-INS#DA/ABS/INE
hornitu	DU/ERG/ABS-INS#DU/ERG/ABS#DA/ABS/INS#DA/ABS/#DU/ERG/ABS-SOZ#DU/ERG/ABS-INE-INS#DU/ERG/ABS#DU/ERG/ABS-INF#DU/ERG/ABS-INE#DA/ABS/SOZ#DU/ERG/ABS-INS#DA/ABS/INE-INS#DU/ERG/ABS-INF-INS#DA/ABS/#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-BEREIZ-INE#DA/ABS/ABS-INS#DA/ABS/INE-SOZ#DA/ABS/INE#DIO/ERG/ABS-DAT#DIO/ERG/ABS-DAT-INS#DU/ERG/ABL-ABS-SOZ#DU/ERG/ABL-ABS-GEN_bide_INS-INE#DU/ERG/ABS-ALA-INS#DU/ERG/ABS-INE-INF#DU/ERG/ABS-INS-SOZ#DU/ERG/ABS-INS-ZHG#DU/ERG/INF_ABS#DA/ABS/ABL#DA/ABS/INF#DA/ABS/ABS-SOZ#DA/ABS/GEN_bide_INS#DA/ABS/GEN_lepo_ABL#DIO/ERG/ABS-DAT-ZERO_arte_ZERO-ZERO_huts_INS#DIO/ERG/ABS-ZHG#DU/ERG/ABS-ALA#DIO/ERG/ABS-INS#DU/ERG/ABL-ABS-ALA-INE#DU/ERG/ABS-DES-INS-PAR#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-ALA#DU/ERG/ABS-DAT_esker_ZERO-INS#DU/ERG/ABS-GEN_arte_INE-INS-SOZ#DU/ERG/ABS-GEN_bila_ZERO#DU/ERG/ABS-GEN_buru_INS#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-INS-PAR_gabe_ZERO#DU/ERG/ABS-INS_gain_ABS#DIO/ERG/ABS#DA/ABS/ABL-ALA-INE#DA/ABS/ABS-DES-INS-PAR#DA/ABS/ABS-GEN_arte_INE#DA/ABS/ALA#DA/ABS/BEREIZ#DA/ABS/BEREIZ-INE#DA/ABS/DAT_esker_ZERO-INS#DA/ABS/GEN_arte_INE-INS-SOZ#DA/ABS/GEN_bila_ZERO#DA/ABS/GEN_buru_INS#DA/ABS/INS-PAR_gabe_ZERO#DA/ABS/INS_gain_ABS#DIO/ERG/ABS#DIO/ERG/ABS-SOZ#DIO/ERG/ABS-INE-INS#DIO/ERG/ABS-INE#DIO/ERG/ABS-BEREIZ-INE#DIO/ERG/ABS-ALA-DAT#DIO/ERG/ABS-DAT#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABL-ABS-ALA-INE#DIO/ERG/ABS-DES-INS-PAR#DIO/ERG/ABS-GEN_arte_INE#DIO/ERG/ABS-INS#DIO/ERG/ABS-ALA#DIO/ERG/ABS-BEREIZ#DIO/ERG/ABS-DAT_esker_ZERO-INS#DIO/ERG/ABS-GEN_arte_INE-INS-SOZ#DIO/ERG/ABS-GEN_bila_ZERO#DIO/ERG/ABS-GEN_buru_INS#DIO/ERG/ABS-INE-SOZ#DIO/ERG/ABS-INS-PAR_gabe_ZERO#DIO/ERG/ABS-INS_gain_ABS
hitzeman	DU/ERG/#DU/ERG/KONP#DIO/ERG/#DIO/ERG/DAT#DU/ERG/INE#DU/ERG/ABS#DU/ERG/ABS-INE#DA/ABS/#DIO/ERG/INE#DIO/ERG/DAT-INE#DA/ABS/#DU/ERG/DAT_buruz_ZERO-INE-INF#DU/ERG/DES#DU/ERG/INF#DU/ERG/INF_ABS#DIO/ERG/ABS-DAT#DIO/ERG/DAT-GEN_bide_INS-INE#DIO/ERG/DAT-KONP#DIO/ERG/NR#DIO/ERG/INF_ABS#DU/ERG/ABS-SOZ#DU/ERG/DAT_buruz_ZERO#DU/ERG/ABL#DU/ERG/ABS-DAT_buruz_ZERO#DU/ERG/ABS-GEN_kontra_ZERO#DU/ERG/GEN_ondoren_ZERO#DIO/ERG/ABS#DIO/ERG/ABS-DAT-SOZ#DIO/ERG/DAT_buruz_ZERO#DIO/ERG/ABL-DAT#DIO/ERG/ABS-DAT_buruz_ZERO#DIO/ERG/ABS-GEN_kontra_ZERO#DIO/ERG/ABS-INE#DIO/ERG/DAT-GEN_ondoren_ZERO#DA/ABS/INE#DA/ABS/ABL#DA/ABS/DAT_buruz_ZERO#DA/ABS/GEN_kontra_ZERO#DA/ABS/INE#DA/ABS/GEN_ondoren_ZERO
pildatu	DA/ABS/#DA/ABS/ALA
narriatu	DA/ABS/
eskegi	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INF#DU/ERG/ABL-ABS#DU/ERG/ABS-INE#DU/ERG/ABL-ABS-BEREIZ-DENB#DU/ERG/ABL-ABS-INF#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-INE-INF#DU/ERG/ABS-INE-INS#DU/ERG/ABS-SOZ#DU/ERG/ABL-ABS-PAR#DU/ERG/ABS-INE-PAR#DU/ERG/ABS-INS#DU/ERG/ABS-PAR
zigorgabetu	DA/ABS/
oharkabetu	DA/ABS/
diskrepatu	DU/ERG/
txartu	DA/ABS/#DA/ABS/INE#DU/ERG/ABS-INE#DU/ERG/ABS#DA/ABS/INS#DU/ERG/ABS-INF_INE#DU/ERG/ABS-INS#DA/ABS/#DA/ABS/GEN_arte_INE#DU/ERG/ABS#DU/ERG/ABS-GEN_arte_INE
desaktibatu	DA/ABS/#DA/ABS/#DU/ERG/ABS#DU/ERG/INE#DA/ABS/INS#DA/ABS/INE-INS#DU/ERG/#DA/ABS/PAR#DU/ERG/INS#DU/ERG/PAR
isolatu	DA/ABS/#DU/ERG/ABS#DA/ABS/INE#DA/ABS/#DU/ERG/ABS#DU/ERG/ABL-ABS#DU/ERG/ABS-INE#DA/ABS/ABL#DA/ABS/ABL-INE#DA/ABS/ABS-INE#DA/ABS/INF#DU/ERG/ABS-INF#DA/ABS/ABS-ALA-INE#DA/ABS/PAR#DA/ABS/SOZ#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-INE#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-PAR#DU/ERG/ABS-SOZ
indargabetu	DU/ERG/ABS#DU/ERG/ABS-INE#DA/ABS/#DU/ERG/ABS#DU/ERG/ABS-INE-INF#DA/ABS/#DU/ERG/ABS-INF#DU/ERG/ABS-SOZ#DA/ABS/INE#DU/ERG/ABL-ABS-ALA#DU/ERG/ABL-ABS-ALA-INF#DU/ERG/ABL-ABS-ALA-SOZ#DU/ERG/ABS-INE-KAUS#DU/ERG/ABS-INS#DU/ERG/ABS-ALA#DU/ERG/ABS-DAT_esker_ZERO#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-GEN_bide_INS-INE#DU/ERG/ABS-INE-MOT#DU/ERG/ABS-INE-MOT-SOZ#DU/ERG/ABS-INS#DA/ABS/GEN_hitz_INE-INS#DA/ABS/INS#DA/ABS/ZERO_bezala_ZERO#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-INE#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABS-INE-PAR#DU/ERG/ABS-PAR#DA/ABS/ABL-INE#DA/ABS/ABS-INE#DA/ABS/GEN_uste_INS#DA/ABS/INE-PAR#DA/ABS/PAR
zintzilikatu	DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABL-ABS#DA/ABS/ABL#DA/ABS/INE#DA/ABS/#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-INE#DU/ERG/ABS#DA/ABS/ABL-INE#DU/ERG/ABS_bitarte_ZERO#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-ALA-SOZ#DU/ERG/ABS-GEN_aitzin_INE#DU/ERG/ABS-GEN_gain_INE#DU/ERG/ABS-GEN_gibel_INE#DU/ERG/ABS-INE-ZHG#DU/ERG/ABS-SOZ#DA/ABS/ABL-BNK-INE#DA/ABS/ABS-INE#DA/ABS/GEN_ondo_INE#ZAIO/ABS/ABL-#DU/ERG/ABS-GEN_alde_ERG-INE#DU/ERG/ABS-INS#DA/ABS/#DA/ABS/GEN_alde_ERG-INE#DA/ABS/INS#ZAIO/ABS/ABL#ZAIO/ABS/INE#ZAIO/ABS/#ZAIO/ABS/ABL-INE#ZAIO/ABS/#ZAIO/ABS/GEN_alde_ERG-INE#ZAIO/ABS/INS
deabrautu	DU/ERG/ABS-ZHG
desagertu	DA/ABS/#DA/ABS/INE#DA/ABS/ABL#DA/ABS/#DA/ABS/INS#DA/ABS/ABL-INE#DA/ABS/ABS-INE#DA/ABS/ALA#DA/ABS/SOZ#ZAIO/ABS/DAT#ZAIO/ABS/#DA/ABS/DAT#DA/ABS/INE-INS#DA/ABS/PAR#DA/ABS/INF#DA/ABS/KAUS#DA/ABS/ABL#DA/ABS/INE-INF#ZAIO/ABS/#DA/ABS/GEN_oste_INE#DA/ABS/GEN_arabera_ZERO#DA/ABS/INF_ABS#DA/ABS/ABL-INE-MOT#DA/ABS/INF_ALA#DA/ABS/ALA-INE#DA/ABS/ABL-ALA#DA/ABS/ABL_gora_ZERO#DA/ABS/DES#DA/ABS/MOT#DA/ABS/ABS-INS#DA/ABS/BEREIZ#DA/ABS/GEN_arabera_ZERO-INE#DA/ABS/GEN_bide_INS#ZAIO/ABS/INE#ZAIO/ABS/ABL-INS#DA/ABS/ABL-ABS-ALA#DA/ABS/ABL-ABS-INE#DA/ABS/ABL-DAT#DA/ABS/INF-INS#DA/ABS/INF_ABS#DA/ABS/INF_INE#DA/ABS/ABS-DAT#DA/ABS/ABS-GEN_erdi_INE-INE#DA/ABS/ABS-GEN_inguru_INE-INE#DA/ABS/ABS-INE-INS#DA/ABS/ABS-ZERO_azpi_INE#DA/ABS/ABS-ZHG#DA/ABS/ALA-INE-ZHG#DA/ABS/ALA-INE_barna_ZERO-INF#DA/ABS/DES-INF_INE#DA/ABS/GEN_aurka_ZERO-INE#DA/ABS/GEN_buru_INE#DA/ABS/GEN_inguru_INE-INE#DA/ABS/GEN_ondo_ABL#DA/ABS/GEN_ondo_INE#DA/ABS/GEN_uste_INS#DA/ABS/INE-MOT#DA/ABS/ZHG#DA/ABS/INE-ZERO_inguru_ABS#DA/ABS/ZERO_inguru_ABS#ZAIO/ABS/ABL-DAT#ZAIO/ABS/ABS-DAT#ZAIO/ABS/DAT-INE#ZAIO/ABS/ZERO_bezala_ZERO#DA/ABS/ABL-GEN_arte_INE#DA/ABS/ABL-GEN_ondoren_ZERO#DA/ABS/ABL-INS#DA/ABS/ABS-ALA#DA/ABS/ABS-GEN_aurre_INE#DA/ABS/ABS_bila_ZERO-INE#DA/ABS/GEN_barne_INE#DA/ABS/GEN_barru_INE#DA/ABS/GEN_bitarte_INS#DA/ABS/GEN_inguru_INE#DA/ABS/GEN_pe_INE#DA/ABS/INE-SOZ#DA/ABS/INE-ZERO_inguru_ZERO#DA/ABS/PAR_gabe_ZERO#DA/ABS/ZERO_gisa_ZERO#ZAIO/ABS/#ZAIO/ABS/ABL#ZAIO/ABS/INS#ZAIO/ABS/ABL-INE#ZAIO/ABS/SOZ#ZAIO/ABS/PAR#ZAIO/ABS/ABS-INE#ZAIO/ABS/GEN_arabera_ZERO#ZAIO/ABS/ABS-INS#ZAIO/ABS/ALA#ZAIO/ABS/BEREIZ#ZAIO/ABS/GEN_arabera_ZERO-INE#ZAIO/ABS/GEN_bide_INS#ZAIO/ABS/INE-INS#ZAIO/ABS/ABL-ALA#ZAIO/ABS/ABL-GEN_arte_INE#ZAIO/ABS/ABL-GEN_ondoren_ZERO#ZAIO/ABS/ABL_gora_ZERO#ZAIO/ABS/ABS-ALA#ZAIO/ABS/ABS-GEN_aurre_INE#ZAIO/ABS/ABS_bila_ZERO-INE#ZAIO/ABS/DES
garbitu	DU/ERG/ABS#DIO/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABS-INS#DIO/ERG/ABS-DAT#DU/ERG/ABS-SOZ#DU/ERG/ABS-ALA#DIO/ERG/ABS-INE#DU/ERG/ABS-PAR#DU/ERG/ABL-ABS#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-INE-INS#DIO/ERG/ABS-SOZ#DIO/ERG/ABS#DIO/ERG/ABS-DAT-INE#DU/ERG/ABS-ALA-INE-PAR#DU/ERG/ABS-INE#DIO/ERG/ABS-INS#DU/ERG/ABL-ABS-INF#DU/ERG/ABS-INF-INS#DU/ERG/ABS-INE_zehar_ZERO#DIO/ERG/ABS-BNK-DAT#DIO/ERG/ABS-DAT-INE-SOZ#DIO/ERG/ABS-DAT-ZERO_bila_ZERO#DIO/ERG/ABS-DAT-ZERO_inguru_ZERO#DIO/ERG/ABS-INE-INF#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABS-INE-INS-SOZ#DU/ERG/ABL-ABS#DU/ERG/ABL_behe_ALA-ABS#DU/ERG/ABS-DES#DU/ERG/ABS-GEN_arte_INE-INE-INS#DU/ERG/ABS-GEN_aurre_INE-INS-SOZ#DU/ERG/ABS-GEN_azpi_INE#DU/ERG/ABS-GEN_oste_INE-INS#DU/ERG/ABS-INS_gain_ABS#DU/ERG/ABS-ZERO_barne_ABL#DIO/ERG/ABS-ALA#DIO/ERG/ABL-ABS#DIO/ERG/ABS-GEN_aurre_INE#DIO/ERG/ABS-INE-SOZ#DIO/ERG/ABS-DAT#DIO/ERG/ABS-PAR#DIO/ERG/ABS-ALA-INE-PAR#DIO/ERG/ABS-INE#DIO/ERG/ABS-ALA-DAT#DIO/ERG/ABS-DAT-GEN_uste_INS#DIO/ERG/ABS-DAT-PAR#DIO/ERG/ABS-DAT-SOZ#DIO/ERG/ABS-INE-INS-SOZ#DIO/ERG/ABL-ABS#DIO/ERG/ABL_behe_ALA-ABS#DIO/ERG/ABS-DES#DIO/ERG/ABS-GEN_arte_INE-INE-INS#DIO/ERG/ABS-GEN_aurre_INE-INS-SOZ#DIO/ERG/ABS-GEN_azpi_INE#DIO/ERG/ABS-GEN_oste_INE-INS#DIO/ERG/ABS-INE-INS#DIO/ERG/ABS-INS_gain_ABS#DIO/ERG/ABS-ZERO_barne_ABL
zuloratu	DA/ABS/
sitanatu	DU/ERG/INF
